,poemname,linenumber,word,country,Latitude,Longitude
1026,He Made This Screen,1,coral,Pacific,10.783194,-174.5085
1027,An Octopus,0,octopus,Pacific,10.783194,-174.5085
1028,An Octopus,218,octopus,Pacific,10.783194,-174.5085
1029,An Octopus,235,octopus,Pacific,10.783194,-174.5085
1030,Sea Unicorns and Land Unicorns,36,pacific,Pacific,10.783194,-174.5085
1031,Leonardo da Vinci’s,25,pacific,Pacific,10.783194,-174.5085
1032,Nine Nectarines and Other Porcelain,66,dolphin,Pacific,10.783194,-174.5085
1033,Walking-Sticks and Paperweights and Watermarks,88,dolphin,Pacific,10.783194,-174.5085
1034,A Carriage from Sweden,44,dolphin,Pacific,10.783194,-174.5085
1035,Rosemary,5,braid,Pakistan,30.3308401,71.247499
1036,An Octopus,31,ore,Peru,-6.8699697,-75.0458515
1037,Walking-Sticks and Paperweights and Watermarks,57,ore,Peru,-6.8699697,-75.0458515
1038,Peter,23,mouse,Philippines,12.7503486,122.7312101
1039,Silence,7,mouse,Philippines,12.7503486,122.7312101
1040,"Part of a Novel, Part of a Poem, Part of a Play",129,mouse,Philippines,12.7503486,122.7312101
1041,The Jerboa,89,mouse,Philippines,12.7503486,122.7312101
1042,Camellia Sabina,34,mouse,Philippines,12.7503486,122.7312101
1043,Camellia Sabina,38,mouse,Philippines,12.7503486,122.7312101
1044,Camellia Sabina,52,mouse,Philippines,12.7503486,122.7312101
1045,Elephants,3,mouse,Philippines,12.7503486,122.7312101
1046,The Sycamore,24,mouse,Philippines,12.7503486,122.7312101
1047,Melchior Vulpius,13,mouse,Philippines,12.7503486,122.7312101
1048,"Tell Me, Tell Me",19,mouse,Philippines,12.7503486,122.7312101
1049,"Tell Me, Tell Me",38,mouse,Philippines,12.7503486,122.7312101
1050,Apropos of Mice,0,mouse,Philippines,12.7503486,122.7312101
1051,To Victor Hugo of My Crow Pluto,26,esperanto,Philippines,12.7503486,122.7312101
1052,To Victor Hugo of My Crow Pluto,53,esperanto,Philippines,12.7503486,122.7312101
1053,The Paper Nautilus,0,nautilus,Poland,52.215933,19.134422
1054,The Paper Nautilus,6,nautilus,Poland,52.215933,19.134422
1055,Pedantic Literalist,18,palm,Qatar,25.3336984,51.2295295
1056,The Jerboa,94,palm,Qatar,25.3336984,51.2295295
1057,The Plumet Basilisk,83,palm,Qatar,25.3336984,51.2295295
1058,The Plumet Basilisk,135,palm,Qatar,25.3336984,51.2295295
1059,The Old Dominion,258,palm,Qatar,25.3336984,51.2295295
1060,Radical,17,slavery,Russia,64.6863136,97.7453061
1062,Enough,40,slavery,Russia,64.6863136,97.7453061
1064,Those Various Scalpels,15,lance,Russia,64.6863136,97.7453061
1066,Novices,61,lance,Russia,64.6863136,97.7453061
1068,The Frigate Pelican,64,lance,Russia,64.6863136,97.7453061
1070,Marriage,69,silk,Russia,64.6863136,97.7453061
1072,The Plumet Basilisk,93,silk,Russia,64.6863136,97.7453061
1074,The Old Dominion,103,silk,Russia,64.6863136,97.7453061
1076,The Old Dominion,236,silk,Russia,64.6863136,97.7453061
1078,He “Digesteth Harde Yron”,58,silk,Russia,64.6863136,97.7453061
1080,Tom Fool at Jamaica,24,silk,Russia,64.6863136,97.7453061
1082,Blue Bug,28,silk,Russia,64.6863136,97.7453061
1084,Marriage,208,monopolist,Russia,64.6863136,97.7453061
1086,An Octopus,31,mirror,Russia,64.6863136,97.7453061
1088,The Old Dominion,288,mirror,Russia,64.6863136,97.7453061
1090,Armor’s Undermining Modesty,42,mirror,Russia,64.6863136,97.7453061
1092,Blake,2,mirror,Russia,64.6863136,97.7453061
1094,Camellia Sabina,34,parsnip,Russia,64.6863136,97.7453061
1096,Fear is Hope,6,arab,Saudi Arabia,25.6242618,42.3528328
1097,Four Quartz Crystal Clocks,15,arab,Saudi Arabia,25.6242618,42.3528328
1098,"Part of a Novel, Part of a Poem, Part of a Play",178,pilgrim,Saudi Arabia,25.6242618,42.3528328
1099,Elephants,28,pilgrim,Saudi Arabia,25.6242618,42.3528328
1100,In Lieu of the Lyre,18,pilgrim,Saudi Arabia,25.6242618,42.3528328
1101,In Lieu of the Lyre,23,pilgrim,Saudi Arabia,25.6242618,42.3528328
1102,The Jerboa,91,sand,Saudi Arabia,25.6242618,42.3528328
1103,The Jerboa,92,sand,Saudi Arabia,25.6242618,42.3528328
1104,The Jerboa,93,sand,Saudi Arabia,25.6242618,42.3528328
1105,The Jerboa,102,sand,Saudi Arabia,25.6242618,42.3528328
1106,The Jerboa,144,sand,Saudi Arabia,25.6242618,42.3528328
1107,The Old Dominion,2,sand,Saudi Arabia,25.6242618,42.3528328
1108,He “Digesteth Harde Yron”,48,sand,Saudi Arabia,25.6242618,42.3528328
1109,"The mind, intractable thing",10,sand,Saudi Arabia,25.6242618,42.3528328
1110,The Jerboa,108,angel,Saudi Arabia,25.6242618,42.3528328
1111,Poetry,16,wolf,Slovakia,48.7411522,19.4528646
1112,An Octopus,44,wolf,Slovakia,48.7411522,19.4528646
1113,The Old Dominion,125,wolf,Slovakia,48.7411522,19.4528646
1114,In Distrust of Merits,27,wolf,Slovakia,48.7411522,19.4528646
1115,Walking-Sticks and Paperweights and Watermarks,84,esparto,Spain,39.3260685,-4.8379791
1116,Marriage,214,mummy,Spain,39.3260685,-4.8379791
1117,Camellia Sabina,47,gem,Spain,39.3260685,-4.8379791
1118,The Web One Weaves of Italy,11,gem,Spain,39.3260685,-4.8379791
1119,Arthur Mitchell,4,gem,Spain,39.3260685,-4.8379791
1120,"Tell Me, Tell Me",9,gem,Spain,39.3260685,-4.8379791
1121,To William Butler Yeats on Tagore,4,gem,Spain,39.3260685,-4.8379791
1122,"Part of a Novel, Part of a Poem, Part of a Play",170,basso,Spain,39.3260685,-4.8379791
1123,Propriety,16,basso,Spain,39.3260685,-4.8379791
1124,The Plumet Basilisk,137,spaniard,Spain,39.3260685,-4.8379791
1125,The Old Dominion,71,andalusian,Spain,39.3260685,-4.8379791
1126,He “Digesteth Harde Yron”,31,leaden,Spain,39.3260685,-4.8379791
1127,Style,25,guitar,Spain,39.3260685,-4.8379791
1128,Rescue with Yul Brynner,17,guitar,Spain,39.3260685,-4.8379791
1129,Rescue with Yul Brynner,34,guitar,Spain,39.3260685,-4.8379791
1130,Rescue with Yul Brynner,38,guitar,Spain,39.3260685,-4.8379791
1131,Leonardo da Vinci’s,30,leo,Spain,39.3260685,-4.8379791
1132,To Victor Hugo of My Crow Pluto,61,gypsy,Spain,39.3260685,-4.8379791
1133,The Jerboa,52,drought,Sudan,14.5844444,29.4917691
1134,The Fish,28,lily,Suriname,4.1413025,-56.0771187
1135,People’s Surroundings,48,lily,Suriname,4.1413025,-56.0771187
1136,An Octopus,125,lily,Suriname,4.1413025,-56.0771187
1137,An Octopus,127,lily,Suriname,4.1413025,-56.0771187
1138,"Part of a Novel, Part of a Poem, Part of a Play",36,lily,Suriname,4.1413025,-56.0771187
1139,To Military Progress,23,evening,Sweden,59.6749712,14.5208584
1140,To the Soul of “Progress”,23,evening,Sweden,59.6749712,14.5208584
1141,An Octopus,116,moraine,Sweden,59.6749712,14.5208584
1142,The Icosasphere,17,icosahedron,Sweden,59.6749712,14.5208584
1143,An Octopus,127,avalanche,Switzerland,46.7985624,8.2319736
1144,An Octopus,236,avalanche,Switzerland,46.7985624,8.2319736
1145,The Buffalo,18,swiss,Switzerland,46.7985624,8.2319736
1146,Peter,22,eel,Syria,34.6401861,39.0494106
1147,Peter,44,eel,Syria,34.6401861,39.0494106
1148,Camellia Sabina,55,eel,Syria,34.6401861,39.0494106
1149,The Jerboa,24,onager,Syria,34.6401861,39.0494106
1150,To Military Progress,8,crow,Tonga,-19.9160819,-175.202642
1151,The Fish,3,crow,Tonga,-19.9160819,-175.202642
1152,People’s Surroundings,32,crow,Tonga,-19.9160819,-175.202642
1153,Then the Ermine:,24,crow,Tonga,-19.9160819,-175.202642
1154,To Victor Hugo of My Crow Pluto,0,crow,Tonga,-19.9160819,-175.202642
1155,To Victor Hugo of My Crow Pluto,5,crow,Tonga,-19.9160819,-175.202642
1156,To Victor Hugo of My Crow Pluto,15,crow,Tonga,-19.9160819,-175.202642
1157,To Victor Hugo of My Crow Pluto,38,crow,Tonga,-19.9160819,-175.202642
1158,To the Soul of “Progress”,8,crow,Tonga,-19.9160819,-175.202642
1159,Pigeons,63,samoan,Tonga,-19.9160819,-175.202642
1160,Camellia Sabina,16,amanita,Turkey,38.9597594,34.9249653
1161,Hometown Piece for Messrs. Alston and Reese,51,inning,Turkey,38.9597594,34.9249653
1162,The Jerboa,29,stork,UK,54.7023545,-3.2765753
1164,Nine Nectarines and Other Porcelain,51,stork,UK,54.7023545,-3.2765753
1166,The Jerboa,72,calla,UK,54.7023545,-3.2765753
1168,To a Prize Bird,2,chaff,UK,54.7023545,-3.2765753
1170,To Military Progress,3,chaff,UK,54.7023545,-3.2765753
1172,“He Wrote The History Book”,5,chaff,UK,54.7023545,-3.2765753
1174,To the Soul of “Progress”,3,chaff,UK,54.7023545,-3.2765753
1176,To Statecraft Embalmed,12,snow,UK,54.7023545,-3.2765753
1178,Those Various Scalpels,8,snow,UK,54.7023545,-3.2765753
1180,New York,9,snow,UK,54.7023545,-3.2765753
1182,Marriage,69,snow,UK,54.7023545,-3.2765753
1184,An Octopus,3,snow,UK,54.7023545,-3.2765753
1186,An Octopus,80,snow,UK,54.7023545,-3.2765753
1188,An Octopus,108,snow,UK,54.7023545,-3.2765753
1190,An Octopus,156,snow,UK,54.7023545,-3.2765753
1192,An Octopus,222,snow,UK,54.7023545,-3.2765753
1194,An Octopus,234,snow,UK,54.7023545,-3.2765753
1196,An Octopus,238,snow,UK,54.7023545,-3.2765753
1198,The Buffalo,30,snow,UK,54.7023545,-3.2765753
1200,Pigeons,100,snow,UK,54.7023545,-3.2765753
1202,Rigorists,7,snow,UK,54.7023545,-3.2765753
1204,Rigorists,8,snow,UK,54.7023545,-3.2765753
1206,In Distrust of Merits,50,snow,UK,54.7023545,-3.2765753
1208,We Call Them the Brave,3,snow,UK,54.7023545,-3.2765753
1210,No better than “a withered daffodil”,2,snow,UK,54.7023545,-3.2765753
1212,In the Public Garden,23,snow,UK,54.7023545,-3.2765753
1214,"Saint Valentine,",12,snow,UK,54.7023545,-3.2765753
1216,Poetry,16,horse,UK,54.7023545,-3.2765753
1218,Poetry,18,horse,UK,54.7023545,-3.2765753
1220,My Apish Cousins,23,horse,UK,54.7023545,-3.2765753
1222,Dock Rats,21,horse,UK,54.7023545,-3.2765753
1224,New York,18,horse,UK,54.7023545,-3.2765753
1226,An Octopus,124,horse,UK,54.7023545,-3.2765753
1228,Nine Nectarines and Other Porcelain,32,horse,UK,54.7023545,-3.2765753
1230,Pigeons,95,horse,UK,54.7023545,-3.2765753
1232,The Old Dominion,24,horse,UK,54.7023545,-3.2765753
1234,The Old Dominion,260,horse,UK,54.7023545,-3.2765753
1236,The Old Dominion,296,horse,UK,54.7023545,-3.2765753
1238,He “Digesteth Harde Yron”,14,horse,UK,54.7023545,-3.2765753
1240,The Paper Nautilus,28,horse,UK,54.7023545,-3.2765753
1242,Tom Fool at Jamaica,25,horse,UK,54.7023545,-3.2765753
1244,"Saint Nicholas,",32,horse,UK,54.7023545,-3.2765753
1246,The Camperdown Elm,12,horse,UK,54.7023545,-3.2765753
1248,Critics and Connoisseurs,10,oxford,UK,54.7023545,-3.2765753
1250,Dock Rats,3,home,UK,54.7023545,-3.2765753
1252,The Labors of Hercules,3,home,UK,54.7023545,-3.2765753
1254,An Octopus,78,home,UK,54.7023545,-3.2765753
1256,An Octopus,80,home,UK,54.7023545,-3.2765753
1258,"Part of a Novel, Part of a Poem, Part of a Play",74,home,UK,54.7023545,-3.2765753
1260,The Jerboa,88,home,UK,54.7023545,-3.2765753
1262,The Frigate Pelican,36,home,UK,54.7023545,-3.2765753
1264,Pigeons,33,home,UK,54.7023545,-3.2765753
1266,Pigeons,37,home,UK,54.7023545,-3.2765753
1268,The Old Dominion,272,home,UK,54.7023545,-3.2765753
1270,A Carriage from Sweden,5,home,UK,54.7023545,-3.2765753
1272,In Distrust of Merits,60,home,UK,54.7023545,-3.2765753
1274,Hometown Piece for Messrs. Alston and Reese,20,home,UK,54.7023545,-3.2765753
1276,Hometown Piece for Messrs. Alston and Reese,45,home,UK,54.7023545,-3.2765753
1278,In the Public Garden,29,home,UK,54.7023545,-3.2765753
1280,In the Public Garden,58,home,UK,54.7023545,-3.2765753
1282,Rescue with Yul Brynner,35,home,UK,54.7023545,-3.2765753
1284,Rescue with Yul Brynner,40,home,UK,54.7023545,-3.2765753
1286,Carnegie Hall: Rescued,42,home,UK,54.7023545,-3.2765753
1288,Dream,9,home,UK,54.7023545,-3.2765753
1290,To a Friend in the Making,2,home,UK,54.7023545,-3.2765753
1292,Holes Bored in a Workbag by the Scissors,7,home,UK,54.7023545,-3.2765753
1294,Dock Rats,14,hay,UK,54.7023545,-3.2765753
1296,The Frigate Pelican,36,hay,UK,54.7023545,-3.2765753
1298,The Buffalo,50,hay,UK,54.7023545,-3.2765753
1300,Efforts of Affection,4,hay,UK,54.7023545,-3.2765753
1302,The Arctic Ox (or Goat),59,hay,UK,54.7023545,-3.2765753
1304,"Tell Me, Tell Me",29,hay,UK,54.7023545,-3.2765753
1306,Picking And Choosing,6,cloud,UK,54.7023545,-3.2765753
1308,An Octopus,68,cloud,UK,54.7023545,-3.2765753
1310,Sea Unicorns and Land Unicorns,79,cloud,UK,54.7023545,-3.2765753
1312,The Plumet Basilisk,15,cloud,UK,54.7023545,-3.2765753
1314,The Plumet Basilisk,38,cloud,UK,54.7023545,-3.2765753
1316,The Old Dominion,165,cloud,UK,54.7023545,-3.2765753
1318,Hometown Piece for Messrs. Alston and Reese,21,cloud,UK,54.7023545,-3.2765753
1320,In the Public Garden,18,cloud,UK,54.7023545,-3.2765753
1322,UK,2,cathedral,UK,54.7023545,-3.2765753
1324,Those Various Scalpels,22,cathedral,UK,54.7023545,-3.2765753
1326,UK,24,american,UK,54.7023545,-3.2765753
1328,UK,28,continent,UK,54.7023545,-3.2765753
1330,When I Buy Pictures,9,hound,UK,54.7023545,-3.2765753
1332,The Old Dominion,125,hound,UK,54.7023545,-3.2765753
1334,People’s Surroundings,31,sir,UK,54.7023545,-3.2765753
1336,Sea Unicorns and Land Unicorns,19,sir,UK,54.7023545,-3.2765753
1338,The Old Dominion,10,sir,UK,54.7023545,-3.2765753
1340,Hometown Piece for Messrs. Alston and Reese,18,sir,UK,54.7023545,-3.2765753
1342,“Like a Wave at the Curl”,9,sir,UK,54.7023545,-3.2765753
1344,Bowls,2,vitae,UK,54.7023545,-3.2765753
1346,"Part of a Novel, Part of a Poem, Part of a Play",93,vitae,UK,54.7023545,-3.2765753
1348,The Old Dominion,291,vitae,UK,54.7023545,-3.2765753
1350,Bowls,15,english,UK,54.7023545,-3.2765753
1352,Marriage,27,english,UK,54.7023545,-3.2765753
1354,Sea Unicorns and Land Unicorns,35,english,UK,54.7023545,-3.2765753
1356,The Old Dominion,38,english,UK,54.7023545,-3.2765753
1358,The Old Dominion,107,english,UK,54.7023545,-3.2765753
1360,The Old Dominion,114,english,UK,54.7023545,-3.2765753
1362,Novices,6,artist,UK,54.7023545,-3.2765753
1364,Marriage,237,artist,UK,54.7023545,-3.2765753
1366,Marriage,239,artist,UK,54.7023545,-3.2765753
1368,The Jerboa,3,artist,UK,54.7023545,-3.2765753
1370,Rigorists,9,artist,UK,54.7023545,-3.2765753
1372,Dream,2,artist,UK,54.7023545,-3.2765753
1374,Dream,6,artist,UK,54.7023545,-3.2765753
1376,Novices,10,cockatrice,UK,54.7023545,-3.2765753
1378,Marriage,71,leopard,UK,54.7023545,-3.2765753
1380,The Frigate Pelican,75,leopard,UK,54.7023545,-3.2765753
1382,He “Digesteth Harde Yron”,16,leopard,UK,54.7023545,-3.2765753
1384,"Saint Valentine,",12,leopard,UK,54.7023545,-3.2765753
1386,Old Tiger,7,leopard,UK,54.7023545,-3.2765753
1388,Marriage,173,doth,UK,54.7023545,-3.2765753
1390,Sea Unicorns and Land Unicorns,87,doth,UK,54.7023545,-3.2765753
1392,Voracities and Verities Sometimes are Interacting,7,doth,UK,54.7023545,-3.2765753
1394,Granite and Steel,20,doth,UK,54.7023545,-3.2765753
1396,Marriage,235,shakespeare,UK,54.7023545,-3.2765753
1398,Efforts of Affection,3,shakespeare,UK,54.7023545,-3.2765753
1400,An Octopus,53,alabaster,UK,54.7023545,-3.2765753
1402,Walking-Sticks and Paperweights and Watermarks,82,alabaster,UK,54.7023545,-3.2765753
1404,An Octopus,148,thistle,UK,54.7023545,-3.2765753
1406,Apparition of Splendor,10,thistle,UK,54.7023545,-3.2765753
1408,For February 14th,7,thistle,UK,54.7023545,-3.2765753
1410,Sea Unicorns and Land Unicorns,0,unicorn,UK,54.7023545,-3.2765753
1412,Sea Unicorns and Land Unicorns,11,unicorn,UK,54.7023545,-3.2765753
1414,Sea Unicorns and Land Unicorns,20,unicorn,UK,54.7023545,-3.2765753
1416,Sea Unicorns and Land Unicorns,34,unicorn,UK,54.7023545,-3.2765753
1418,Sea Unicorns and Land Unicorns,41,unicorn,UK,54.7023545,-3.2765753
1420,Sea Unicorns and Land Unicorns,46,unicorn,UK,54.7023545,-3.2765753
1422,Sea Unicorns and Land Unicorns,58,unicorn,UK,54.7023545,-3.2765753
1424,Sea Unicorns and Land Unicorns,84,unicorn,UK,54.7023545,-3.2765753
1426,Nine Nectarines and Other Porcelain,81,unicorn,UK,54.7023545,-3.2765753
1428,Sea Unicorns and Land Unicorns,34,britannia,UK,54.7023545,-3.2765753
1430,The Old Dominion,1,britannia,UK,54.7023545,-3.2765753
1432,Sea Unicorns and Land Unicorns,47,beast,UK,54.7023545,-3.2765753
1434,Sea Unicorns and Land Unicorns,73,beast,UK,54.7023545,-3.2765753
1436,The Buffalo,16,beast,UK,54.7023545,-3.2765753
1438,Nine Nectarines and Other Porcelain,53,beast,UK,54.7023545,-3.2765753
1440,The Pangolin,38,beast,UK,54.7023545,-3.2765753
1442,Elephants,32,beast,UK,54.7023545,-3.2765753
1444,Efforts of Affection,19,beast,UK,54.7023545,-3.2765753
1446,Leonardo da Vinci’s,9,beast,UK,54.7023545,-3.2765753
1448,Leonardo da Vinci’s,21,beast,UK,54.7023545,-3.2765753
1450,Leonardo da Vinci’s,39,beast,UK,54.7023545,-3.2765753
1452,To a Giraffe,6,beast,UK,54.7023545,-3.2765753
1454,Sea Unicorns and Land Unicorns,78,equine,UK,54.7023545,-3.2765753
1456,A Carriage from Sweden,15,equine,UK,54.7023545,-3.2765753
1458,"Part of a Novel, Part of a Poem, Part of a Play",55,slat,UK,54.7023545,-3.2765753
1460,The Old Dominion,111,slat,UK,54.7023545,-3.2765753
1462,"Part of a Novel, Part of a Poem, Part of a Play",71,schooner,UK,54.7023545,-3.2765753
1464,The Jerboa,38,yachtsman,UK,54.7023545,-3.2765753
1466,The Jerboa,45,lord,UK,54.7023545,-3.2765753
1468,The Old Dominion,114,lord,UK,54.7023545,-3.2765753
1470,In Distrust of Merits,14,lord,UK,54.7023545,-3.2765753
1472,"Tell Me, Tell Me",8,lord,UK,54.7023545,-3.2765753
1474,"Tell Me, Tell Me",40,lord,UK,54.7023545,-3.2765753
1476,Camellia Sabina,27,wine,UK,54.7023545,-3.2765753
1478,Camellia Sabina,57,wine,UK,54.7023545,-3.2765753
1480,The Old Dominion,307,wine,UK,54.7023545,-3.2765753
1482,For February 14th,19,wine,UK,54.7023545,-3.2765753
1484,That Harp You Play So Well,6,wine,UK,54.7023545,-3.2765753
1486,Camellia Sabina,46,gilded,UK,54.7023545,-3.2765753
1488,Camellia Sabina,51,cavalry,UK,54.7023545,-3.2765753
1490,Camellia Sabina,51,cadet,UK,54.7023545,-3.2765753
1492,Camellia Sabina,60,du,UK,54.7023545,-3.2765753
1494,The Plumet Basilisk,136,london,UK,54.7023545,-3.2765753
1496,The Old Dominion,327,london,UK,54.7023545,-3.2765753
1498,The Buffalo,36,serf,UK,54.7023545,-3.2765753
1500,We Call Them the Brave,8,serf,UK,54.7023545,-3.2765753
1502,The Buffalo,41,sage,UK,54.7023545,-3.2765753
1504,The Old Dominion,168,sage,UK,54.7023545,-3.2765753
1506,Leonardo da Vinci’s,4,sage,UK,54.7023545,-3.2765753
1508,Nine Nectarines and Other Porcelain,61,pheasant,UK,54.7023545,-3.2765753
1510,Pigeons,50,UK,UK,54.7023545,-3.2765753
1512,The Old Dominion,7,cavalier,UK,54.7023545,-3.2765753
1514,The Old Dominion,8,parson,UK,54.7023545,-3.2765753
1516,The Old Dominion,63,pansy,UK,54.7023545,-3.2765753
1518,The Old Dominion,67,pansy,UK,54.7023545,-3.2765753
1520,Propriety,36,pansy,UK,54.7023545,-3.2765753
1522,The Old Dominion,114,county,UK,54.7023545,-3.2765753
1524,The Pangolin,9,armor,UK,54.7023545,-3.2765753
1526,In Distrust of Merits,59,armor,UK,54.7023545,-3.2765753
1528,Armor’s Undermining Modesty,0,armor,UK,54.7023545,-3.2765753
1530,Armor’s Undermining Modesty,30,armor,UK,54.7023545,-3.2765753
1532,Armor’s Undermining Modesty,40,armor,UK,54.7023545,-3.2765753
1534,Blessed is the Man,12,armor,UK,54.7023545,-3.2765753
1536,Charity Overcoming Envy,24,armor,UK,54.7023545,-3.2765753
1538,The Pangolin,59,broom,UK,54.7023545,-3.2765753
1540,Appellate Jurisdiction,2,broom,UK,54.7023545,-3.2765753
1542,The Pangolin,63,simpleton,UK,54.7023545,-3.2765753
1544,The Pangolin,78,monk,UK,54.7023545,-3.2765753
1546,Leonardo da Vinci’s,10,monk,UK,54.7023545,-3.2765753
1548,The Pangolin,86,mullion,UK,54.7023545,-3.2765753
1550,The Pangolin,126,shod,UK,54.7023545,-3.2765753
1552,He “Digesteth Harde Yron”,61,sail,UK,54.7023545,-3.2765753
1554,Dream,21,sail,UK,54.7023545,-3.2765753
1556,Four Quartz Crystal Clocks,29,potto,UK,54.7023545,-3.2765753
1558,Propriety,30,millet,UK,54.7023545,-3.2765753
1560,The Icosasphere,1,hedgerow,UK,54.7023545,-3.2765753
1562,Quoting An Also Private Thought,11,escutcheon,UK,54.7023545,-3.2765753
1564,Tom Fool at Jamaica,35,ennoble,UK,54.7023545,-3.2765753
1566,Tom Fool at Jamaica,41,greyhound,UK,54.7023545,-3.2765753
1568,Old Tiger,11,greyhound,UK,54.7023545,-3.2765753
1570,Hometown Piece for Messrs. Alston and Reese,11,inning,UK,54.7023545,-3.2765753
1572,Leonardo da Vinci’s,2,hermitage,UK,54.7023545,-3.2765753
1574,Counseil to a Bacheler,1,trencher,UK,54.7023545,-3.2765753
1576,Combat Cultural,7,cossack,Ukraine,49.4871968,31.2718321
1577,"“The Bricks are Fallen Down, We Will Build with Hewn Stones. The Sycamores are Cut Down, We Will Change to Cedars.”",0,cedar,US,39.7837304,-100.445882
1578,People’s Surroundings,22,cedar,US,39.7837304,-100.445882
1579,The Old Dominion,4,cedar,US,39.7837304,-100.445882
1580,The Old Dominion,160,cedar,US,39.7837304,-100.445882
1581,"Feed Me, Also, River God",9,cedar,US,39.7837304,-100.445882
1582,The Old Dominion,175,pussy,US,39.7837304,-100.445882
1583,The Old Dominion,194,pussy,US,39.7837304,-100.445882
1584,The Jerboa,28,crane,US,39.7837304,-100.445882
1585,Nine Nectarines and Other Porcelain,51,crane,US,39.7837304,-100.445882
1586,Walking-Sticks and Paperweights and Watermarks,88,crane,US,39.7837304,-100.445882
1587,An Octopus,100,pumice,US,39.7837304,-100.445882
1588,An Octopus,206,hardtack,US,39.7837304,-100.445882
1589,Sea Unicorns and Land Unicorns,8,weed,US,39.7837304,-100.445882
1590,"Part of a Novel, Part of a Poem, Part of a Play",153,weed,US,39.7837304,-100.445882
1591,The Plumet Basilisk,108,weed,US,39.7837304,-100.445882
1592,Walking-Sticks and Paperweights and Watermarks,2,weed,US,39.7837304,-100.445882
1593,Enough,43,weed,US,39.7837304,-100.445882
1594,Charity Overcoming Envy,12,weed,US,39.7837304,-100.445882
1595,Injudicious Gardening,3,bear,US,39.7837304,-100.445882
1596,Marriage,80,bear,US,39.7837304,-100.445882
1597,Marriage,173,bear,US,39.7837304,-100.445882
1598,An Octopus,44,bear,US,39.7837304,-100.445882
1599,An Octopus,51,bear,US,39.7837304,-100.445882
1600,An Octopus,128,bear,US,39.7837304,-100.445882
1601,Sea Unicorns and Land Unicorns,17,bear,US,39.7837304,-100.445882
1602,Sea Unicorns and Land Unicorns,43,bear,US,39.7837304,-100.445882
1603,The Frigate Pelican,14,bear,US,39.7837304,-100.445882
1604,The Old Dominion,106,bear,US,39.7837304,-100.445882
1605,The Pangolin,22,bear,US,39.7837304,-100.445882
1606,Baseball and Writing,78,bear,US,39.7837304,-100.445882
1607,W. S. Landor,2,bear,US,39.7837304,-100.445882
1608,The Monkey Puzzler,5,cat,US,39.7837304,-100.445882
1609,My Apish Cousins,4,cat,US,39.7837304,-100.445882
1610,My Apish Cousins,12,cat,US,39.7837304,-100.445882
1611,Peter,2,cat,US,39.7837304,-100.445882
1612,Peter,27,cat,US,39.7837304,-100.445882
1613,Dock Rats,23,cat,US,39.7837304,-100.445882
1614,UK,24,cat,US,39.7837304,-100.445882
1615,Silence,5,cat,US,39.7837304,-100.445882
1616,An Octopus,147,cat,US,39.7837304,-100.445882
1617,"Part of a Novel, Part of a Poem, Part of a Play",32,cat,US,39.7837304,-100.445882
1618,"Part of a Novel, Part of a Poem, Part of a Play",42,cat,US,39.7837304,-100.445882
1619,"Part of a Novel, Part of a Poem, Part of a Play",157,cat,US,39.7837304,-100.445882
1620,"Part of a Novel, Part of a Poem, Part of a Play",185,cat,US,39.7837304,-100.445882
1621,The Frigate Pelican,68,cat,US,39.7837304,-100.445882
1622,Pigeons,63,cat,US,39.7837304,-100.445882
1623,The Old Dominion,211,cat,US,39.7837304,-100.445882
1624,The Old Dominion,270,cat,US,39.7837304,-100.445882
1625,Spenser’s Ireland,69,cat,US,39.7837304,-100.445882
1626,The Wood-Weasel,11,cat,US,39.7837304,-100.445882
1627,Tom Fool at Jamaica,39,cat,US,39.7837304,-100.445882
1628,"Tell Me, Tell Me",38,cat,US,39.7837304,-100.445882
1629,Tippoo’s Tiger,10,cat,US,39.7837304,-100.445882
1630,“Like a Wave at the Curl”,3,cat,US,39.7837304,-100.445882
1631,The Magician’s Retreat,7,cat,US,39.7837304,-100.445882
1632,Critics and Connoisseurs,11,flamingo,US,39.7837304,-100.445882
1633,Critics and Connoisseurs,23,north,US,39.7837304,-100.445882
1634,UK,19,north,US,39.7837304,-100.445882
1635,A Carriage from Sweden,11,north,US,39.7837304,-100.445882
1636,Combat Cultural,29,north,US,39.7837304,-100.445882
1637,The Fish,39,hatchet,US,39.7837304,-100.445882
1638,The Old Dominion,310,hatchet,US,39.7837304,-100.445882
1639,Black Earth,3,alligator,US,39.7837304,-100.445882
1640,Peter,20,alligator,US,39.7837304,-100.445882
1641,"Part of a Novel, Part of a Poem, Part of a Play",117,alligator,US,39.7837304,-100.445882
1642,The Plumet Basilisk,63,alligator,US,39.7837304,-100.445882
1643,The Plumet Basilisk,145,alligator,US,39.7837304,-100.445882
1644,Radical,5,corn,US,39.7837304,-100.445882
1645,Radical,12,hat,US,39.7837304,-100.445882
1646,When I Buy Pictures,8,hat,US,39.7837304,-100.445882
1647,"Part of a Novel, Part of a Poem, Part of a Play",49,hat,US,39.7837304,-100.445882
1648,The Frigate Pelican,78,hat,US,39.7837304,-100.445882
1649,The Pangolin,51,hat,US,39.7837304,-100.445882
1650,Style,4,hat,US,39.7837304,-100.445882
1651,Rescue with Yul Brynner,41,hat,US,39.7837304,-100.445882
1652,In Lieu of the Lyre,19,hat,US,39.7837304,-100.445882
